url,status,finalUrl,contentType,xRobots,robotsMeta,canonical,title,issues
"https://phiguard.app","200","https://phiguard.app/","text/html","","","https://phiguard.app/","PHIGuard | HIPAA Task Management for Small Medical Clinics",""
"https://phiguard.app/alternatives/nifty-alternative","200","https://phiguard.app/alternatives/nifty-alternative","text/html","","","https://phiguard.app/alternatives/nifty-alternative","Nifty HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/notion-alternative","200","https://phiguard.app/alternatives/notion-alternative","text/html","","","https://phiguard.app/alternatives/notion-alternative","Notion HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/notion-alternative-healthcare","200","https://phiguard.app/alternatives/notion-alternative-healthcare","text/html","","","https://phiguard.app/alternatives/notion-alternative-healthcare","Notion HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/pipefy-alternative","200","https://phiguard.app/alternatives/pipefy-alternative","text/html","","","https://phiguard.app/alternatives/pipefy-alternative","Pipefy HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/process-street-alternative","200","https://phiguard.app/alternatives/process-street-alternative","text/html","","","https://phiguard.app/alternatives/process-street-alternative","Process Street HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/proofhub-alternative","200","https://phiguard.app/alternatives/proofhub-alternative","text/html","","","https://phiguard.app/alternatives/proofhub-alternative","ProofHub HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/sharepoint-alternative-healthcare","200","https://phiguard.app/alternatives/sharepoint-alternative-healthcare","text/html","","","https://phiguard.app/alternatives/sharepoint-alternative-healthcare","SharePoint HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/slack-alternative-healthcare","200","https://phiguard.app/alternatives/slack-alternative-healthcare","text/html","","","https://phiguard.app/alternatives/slack-alternative-healthcare","Slack HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/smartsheet-alternative","200","https://phiguard.app/alternatives/smartsheet-alternative","text/html","","","https://phiguard.app/alternatives/smartsheet-alternative","Smartsheet HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/taskade-alternative","200","https://phiguard.app/alternatives/taskade-alternative","text/html","","","https://phiguard.app/alternatives/taskade-alternative","Taskade HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/teamwork-alternative","200","https://phiguard.app/alternatives/teamwork-alternative","text/html","","","https://phiguard.app/alternatives/teamwork-alternative","Teamwork HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/todoist-alternative","200","https://phiguard.app/alternatives/todoist-alternative","text/html","","","https://phiguard.app/alternatives/todoist-alternative","Todoist HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/trello-alternative","200","https://phiguard.app/alternatives/trello-alternative","text/html","","","https://phiguard.app/alternatives/trello-alternative","Trello HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/workfront-alternative","200","https://phiguard.app/alternatives/workfront-alternative","text/html","","","https://phiguard.app/alternatives/workfront-alternative","Adobe Workfront HIPAA Alternative | PHIGuard",""
"https://phiguard.app/alternatives/wrike-alternative","200","https://phiguard.app/alternatives/wrike-alternative","text/html","","","https://phiguard.app/alternatives/wrike-alternative","Wrike HIPAA Alternative | PHIGuard",""
"https://phiguard.app/baa","200","https://phiguard.app/baa","text/html","","","https://phiguard.app/baa","Business Associate Agreement | PHIGuard",""
"https://phiguard.app/compare","200","https://phiguard.app/compare","text/html","","","https://phiguard.app/compare","Compare | PHIGuard Decision Center",""
"https://phiguard.app/compare/accountable-hq-vs-abyde","200","https://phiguard.app/compare/accountable-hq-vs-abyde","text/html","","","https://phiguard.app/compare/accountable-hq-vs-abyde","Accountable HQ vs Abyde for Clinics | PHIGuard",""
"https://phiguard.app/compare/accountable-hq-vs-total-hipaa","200","https://phiguard.app/compare/accountable-hq-vs-total-hipaa","text/html","","","https://phiguard.app/compare/accountable-hq-vs-total-hipaa","Accountable HQ vs Total HIPAA | PHIGuard",""
"https://phiguard.app/compare/compliancy-group-vs-accountable-hq","200","https://phiguard.app/compare/compliancy-group-vs-accountable-hq","text/html","","","https://phiguard.app/compare/compliancy-group-vs-accountable-hq","Compliancy Group vs Accountable HQ | PHIGuard",""
"https://phiguard.app/compare/compliancy-group-vs-total-hipaa","200","https://phiguard.app/compare/compliancy-group-vs-total-hipaa","text/html","","","https://phiguard.app/compare/compliancy-group-vs-total-hipaa","Compliancy Group vs Total HIPAA Compared | PHIGuard",""
"https://phiguard.app/compare/hipaa-compliance-software-comparison","200","https://phiguard.app/compare/hipaa-compliance-software-comparison","text/html","","","https://phiguard.app/compare/hipaa-compliance-software-comparison","HIPAA Compliance Software Comparison | PHIGuard",""
"https://phiguard.app/compare/medtrainer-vs-compliancy-group","200","https://phiguard.app/compare/medtrainer-vs-compliancy-group","text/html","","","https://phiguard.app/compare/medtrainer-vs-compliancy-group","MedTrainer vs Compliancy Group | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-abyde","200","https://phiguard.app/compare/phiguard-vs-abyde","text/html","","","https://phiguard.app/compare/phiguard-vs-abyde","PHIGuard vs Abyde | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-accountable-hq","200","https://phiguard.app/compare/phiguard-vs-accountable-hq","text/html","","","https://phiguard.app/compare/phiguard-vs-accountable-hq","PHIGuard vs Accountable HQ | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-apptega","200","https://phiguard.app/compare/phiguard-vs-apptega","text/html","","","https://phiguard.app/compare/phiguard-vs-apptega","PHIGuard vs Apptega for HIPAA Compliance | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-asana-enterprise","200","https://phiguard.app/compare/phiguard-vs-asana-enterprise","text/html","","","https://phiguard.app/compare/phiguard-vs-asana-enterprise","PHIGuard vs Asana Enterprise | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-compliancy-group","200","https://phiguard.app/compare/phiguard-vs-compliancy-group","text/html","","","https://phiguard.app/compare/phiguard-vs-compliancy-group","PHIGuard vs Compliancy Group | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-dock-health","200","https://phiguard.app/compare/phiguard-vs-dock-health","text/html","","","https://phiguard.app/compare/phiguard-vs-dock-health","PHIGuard vs Dock Health | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-drata","200","https://phiguard.app/compare/phiguard-vs-drata","text/html","","","https://phiguard.app/compare/phiguard-vs-drata","PHIGuard vs Drata for HIPAA Compliance | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-generic-phi-workflow-stack","200","https://phiguard.app/compare/phiguard-vs-generic-phi-workflow-stack","text/html","","","https://phiguard.app/compare/phiguard-vs-generic-phi-workflow-stack","PHIGuard vs Generic PHI Workflow Stack | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-healthie","200","https://phiguard.app/compare/phiguard-vs-healthie","text/html","","","https://phiguard.app/compare/phiguard-vs-healthie","PHIGuard vs Healthie | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-hipaa-one","200","https://phiguard.app/compare/phiguard-vs-hipaa-one","text/html","","","https://phiguard.app/compare/phiguard-vs-hipaa-one","PHIGuard vs HIPAA One | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-intraprise","200","https://phiguard.app/compare/phiguard-vs-intraprise","text/html","","","https://phiguard.app/compare/phiguard-vs-intraprise","PHIGuard vs Intraprise Health | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-jotform-health","200","https://phiguard.app/compare/phiguard-vs-jotform-health","text/html","","","https://phiguard.app/compare/phiguard-vs-jotform-health","PHIGuard vs Jotform Health | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-medcurity","200","https://phiguard.app/compare/phiguard-vs-medcurity","text/html","","","https://phiguard.app/compare/phiguard-vs-medcurity","PHIGuard vs Medcurity | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-medtrainer","200","https://phiguard.app/compare/phiguard-vs-medtrainer","text/html","","","https://phiguard.app/compare/phiguard-vs-medtrainer","PHIGuard vs MedTrainer | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-onpage","200","https://phiguard.app/compare/phiguard-vs-onpage","text/html","","","https://phiguard.app/compare/phiguard-vs-onpage","PHIGuard vs OnPage | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-paubox","200","https://phiguard.app/compare/phiguard-vs-paubox","text/html","","","https://phiguard.app/compare/phiguard-vs-paubox","PHIGuard vs Paubox | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-rippling","200","https://phiguard.app/compare/phiguard-vs-rippling","text/html","","","https://phiguard.app/compare/phiguard-vs-rippling","PHIGuard vs Rippling | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-secureframe","200","https://phiguard.app/compare/phiguard-vs-secureframe","text/html","","","https://phiguard.app/compare/phiguard-vs-secureframe","PHIGuard vs Secureframe for HIPAA Compliance | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-sprinto","200","https://phiguard.app/compare/phiguard-vs-sprinto","text/html","","","https://phiguard.app/compare/phiguard-vs-sprinto","PHIGuard vs Sprinto | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-thoropass","200","https://phiguard.app/compare/phiguard-vs-thoropass","text/html","","","https://phiguard.app/compare/phiguard-vs-thoropass","PHIGuard vs Thoropass for HIPAA Compliance | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-tigerconnect","200","https://phiguard.app/compare/phiguard-vs-tigerconnect","text/html","","","https://phiguard.app/compare/phiguard-vs-tigerconnect","PHIGuard vs TigerConnect | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-total-hipaa","200","https://phiguard.app/compare/phiguard-vs-total-hipaa","text/html","","","https://phiguard.app/compare/phiguard-vs-total-hipaa","PHIGuard vs Total HIPAA | PHIGuard",""
"https://phiguard.app/compare/phiguard-vs-vanta","200","https://phiguard.app/compare/phiguard-vs-vanta","text/html","","","https://phiguard.app/compare/phiguard-vs-vanta","PHIGuard vs Vanta: HIPAA for Small Clinics | PHIGuard",""
"https://phiguard.app/contributors","200","https://phiguard.app/contributors","text/html","","","https://phiguard.app/contributors","Contributors | PHIGuard",""
"https://phiguard.app/contributors/phiguard-compliance-research","200","https://phiguard.app/contributors/phiguard-compliance-research","text/html","","","https://phiguard.app/contributors/phiguard-compliance-research","PHIGuard Compliance Research | PHIGuard",""
"https://phiguard.app/contributors/phiguard-editorial-team","200","https://phiguard.app/contributors/phiguard-editorial-team","text/html","","","https://phiguard.app/contributors/phiguard-editorial-team","PHIGuard Editorial Team | PHIGuard",""
"https://phiguard.app/contributors/phiguard-product-team","200","https://phiguard.app/contributors/phiguard-product-team","text/html","","","https://phiguard.app/contributors/phiguard-product-team","PHIGuard Product Team | PHIGuard",""
"https://phiguard.app/glossary","200","https://phiguard.app/glossary","text/html","","","https://phiguard.app/glossary","HIPAA Glossary | PHIGuard",""
"https://phiguard.app/hipaa","200","https://phiguard.app/hipaa","text/html","","","https://phiguard.app/hipaa","HIPAA and PHI Handling | PHIGuard",""
"https://phiguard.app/hipaa-software","200","https://phiguard.app/hipaa-software","text/html","","","https://phiguard.app/hipaa-software","HIPAA Software for Clinics and Healthcare Teams | PHIGuard",""
"https://phiguard.app/hipaa-software/behavioral-health-practices","200","https://phiguard.app/hipaa-software/behavioral-health-practices","text/html","","","https://phiguard.app/hipaa-software/behavioral-health-practices","HIPAA Software for Behavioral Health Practices | PHIGuard",""
"https://phiguard.app/hipaa-software/clinical-research-organizations","200","https://phiguard.app/hipaa-software/clinical-research-organizations","text/html","","","https://phiguard.app/hipaa-software/clinical-research-organizations","HIPAA Software for Research Orgs | PHIGuard",""
"https://phiguard.app/hipaa-software/concierge-medicine","200","https://phiguard.app/hipaa-software/concierge-medicine","text/html","","","https://phiguard.app/hipaa-software/concierge-medicine","HIPAA Software for Concierge Medicine Practices | PHIGuard",""
"https://phiguard.app/hipaa-software/dental-practices","200","https://phiguard.app/hipaa-software/dental-practices","text/html","","","https://phiguard.app/hipaa-software/dental-practices","HIPAA Software for Dental Practices | PHIGuard",""
"https://phiguard.app/hipaa-software/dental-service-organizations","200","https://phiguard.app/hipaa-software/dental-service-organizations","text/html","","","https://phiguard.app/hipaa-software/dental-service-organizations","HIPAA Software for Dental Service Organizations | PHIGuard",""
"https://phiguard.app/hipaa-software/digital-health-startups","200","https://phiguard.app/hipaa-software/digital-health-startups","text/html","","","https://phiguard.app/hipaa-software/digital-health-startups","HIPAA Software for Digital Health Startups | PHIGuard",""
"https://phiguard.app/hipaa-software/group-practices","200","https://phiguard.app/hipaa-software/group-practices","text/html","","","https://phiguard.app/hipaa-software/group-practices","HIPAA Software for Group Practices | PHIGuard",""
"https://phiguard.app/hipaa-software/home-health-agencies","200","https://phiguard.app/hipaa-software/home-health-agencies","text/html","","","https://phiguard.app/hipaa-software/home-health-agencies","HIPAA Software for Home Health | PHIGuard",""
"https://phiguard.app/hipaa-software/imaging-centers","200","https://phiguard.app/hipaa-software/imaging-centers","text/html","","","https://phiguard.app/hipaa-software/imaging-centers","HIPAA Software for Imaging Centers | PHIGuard",""
"https://phiguard.app/hipaa-software/labs-and-pathology-centers","200","https://phiguard.app/hipaa-software/labs-and-pathology-centers","text/html","","","https://phiguard.app/hipaa-software/labs-and-pathology-centers","HIPAA Software for Labs and Pathology Centers | PHIGuard",""
"https://phiguard.app/hipaa-software/medical-billing-companies","200","https://phiguard.app/hipaa-software/medical-billing-companies","text/html","","","https://phiguard.app/hipaa-software/medical-billing-companies","HIPAA Software for Medical Billing Companies | PHIGuard",""
"https://phiguard.app/hipaa-software/medical-offices","200","https://phiguard.app/hipaa-software/medical-offices","text/html","","","https://phiguard.app/hipaa-software/medical-offices","HIPAA Software for Medical Offices | PHIGuard",""
"https://phiguard.app/hipaa-software/medical-staffing-agencies","200","https://phiguard.app/hipaa-software/medical-staffing-agencies","text/html","","","https://phiguard.app/hipaa-software/medical-staffing-agencies","HIPAA Software for Medical Staffing Agencies | PHIGuard",""
"https://phiguard.app/hipaa-software/medical-transcription-companies","200","https://phiguard.app/hipaa-software/medical-transcription-companies","text/html","","","https://phiguard.app/hipaa-software/medical-transcription-companies","HIPAA Software for Transcription Firms | PHIGuard",""
"https://phiguard.app/hipaa-software/mental-health-practices","200","https://phiguard.app/hipaa-software/mental-health-practices","text/html","","","https://phiguard.app/hipaa-software/mental-health-practices","HIPAA Software for Mental Health Practices | PHIGuard",""
"https://phiguard.app/hipaa-software/multi-location-clinics","200","https://phiguard.app/hipaa-software/multi-location-clinics","text/html","","","https://phiguard.app/hipaa-software/multi-location-clinics","HIPAA Software for Multi-Location Clinics | PHIGuard",""
"https://phiguard.app/hipaa-software/private-equity-backed-clinics","200","https://phiguard.app/hipaa-software/private-equity-backed-clinics","text/html","","","https://phiguard.app/hipaa-software/private-equity-backed-clinics","HIPAA Software for PE-Backed Clinics | PHIGuard",""
"https://phiguard.app/hipaa-software/revenue-cycle-management","200","https://phiguard.app/hipaa-software/revenue-cycle-management","text/html","","","https://phiguard.app/hipaa-software/revenue-cycle-management","HIPAA Software for RCM Companies | PHIGuard",""
"https://phiguard.app/hipaa-software/solo-practitioners","200","https://phiguard.app/hipaa-software/solo-practitioners","text/html","","","https://phiguard.app/hipaa-software/solo-practitioners","HIPAA Software for Solo Practitioners | PHIGuard",""
"https://phiguard.app/hipaa-software/telehealth-providers","200","https://phiguard.app/hipaa-software/telehealth-providers","text/html","","","https://phiguard.app/hipaa-software/telehealth-providers","HIPAA Software for Telehealth | PHIGuard",""
"https://phiguard.app/hipaa-software/urgent-care-chains","200","https://phiguard.app/hipaa-software/urgent-care-chains","text/html","","","https://phiguard.app/hipaa-software/urgent-care-chains","HIPAA Software for Urgent Care Chains | PHIGuard",""
"https://phiguard.app/learn","200","https://phiguard.app/learn","text/html","","","https://phiguard.app/learn","Learn PHI and HIPAA Workflows | PHIGuard",""
"https://phiguard.app/learn/compliance-operations","200","https://phiguard.app/learn/compliance-operations","text/html","","","https://phiguard.app/learn/compliance-operations","Compliance Operations Hub | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/42-cfr-part-2-vs-hipaa","200","https://phiguard.app/learn/compliance-operations/42-cfr-part-2-vs-hipaa","text/html","","","https://phiguard.app/learn/compliance-operations/42-cfr-part-2-vs-hipaa","42 CFR Part 2 vs. HIPAA: SUD Records for Clinics | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/california-cmia-vs-hipaa","200","https://phiguard.app/learn/compliance-operations/california-cmia-vs-hipaa","text/html","","","https://phiguard.app/learn/compliance-operations/california-cmia-vs-hipaa","California CMIA vs. HIPAA: Key Differences | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/clinic-compliance-calendar","200","https://phiguard.app/learn/compliance-operations/clinic-compliance-calendar","text/html","","","https://phiguard.app/learn/compliance-operations/clinic-compliance-calendar","How to Build a HIPAA Clinic Compliance Calendar | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/ferpa-vs-hipaa","200","https://phiguard.app/learn/compliance-operations/ferpa-vs-hipaa","text/html","","","https://phiguard.app/learn/compliance-operations/ferpa-vs-hipaa","FERPA vs. HIPAA: School Clinics Explained | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-access-control-small-clinics","200","https://phiguard.app/learn/compliance-operations/hipaa-access-control-small-clinics","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-access-control-small-clinics","HIPAA Access Control for Small Clinics | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-administrative-safeguards","200","https://phiguard.app/learn/compliance-operations/hipaa-administrative-safeguards","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-administrative-safeguards","HIPAA Administrative Safeguards for Small Clinics | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-annual-review-checklist","200","https://phiguard.app/learn/compliance-operations/hipaa-annual-review-checklist","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-annual-review-checklist","HIPAA Annual Review Checklist | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-audit-log-requirements-small-clinics","200","https://phiguard.app/learn/compliance-operations/hipaa-audit-log-requirements-small-clinics","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-audit-log-requirements-small-clinics","HIPAA Audit Log Requirements for Small Clinics | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-breach-notification-templates","200","https://phiguard.app/learn/compliance-operations/hipaa-breach-notification-templates","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-breach-notification-templates","HIPAA Breach Notification Templates | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-business-continuity-planning","200","https://phiguard.app/learn/compliance-operations/hipaa-business-continuity-planning","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-business-continuity-planning","HIPAA Business Continuity Planning | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-compliance-for-new-covered-entities","200","https://phiguard.app/learn/compliance-operations/hipaa-compliance-for-new-covered-entities","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-compliance-for-new-covered-entities","HIPAA Compliance for New Covered Entities | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-contingency-planning","200","https://phiguard.app/learn/compliance-operations/hipaa-contingency-planning","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-contingency-planning","HIPAA Contingency Planning | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-during-staff-turnover","200","https://phiguard.app/learn/compliance-operations/hipaa-during-staff-turnover","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-during-staff-turnover","Managing HIPAA Compliance During Staff Turnover | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-evidence-retention-audit-readiness","200","https://phiguard.app/learn/compliance-operations/hipaa-evidence-retention-audit-readiness","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-evidence-retention-audit-readiness","HIPAA Evidence Retention and Audit Readiness | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-physical-safeguards","200","https://phiguard.app/learn/compliance-operations/hipaa-physical-safeguards","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-physical-safeguards","HIPAA Physical Safeguards for Small Clinics | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-policy-acknowledgement-workflows","200","https://phiguard.app/learn/compliance-operations/hipaa-policy-acknowledgement-workflows","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-policy-acknowledgement-workflows","HIPAA Policy Acknowledgement Workflows | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-sanctions-log-practical-guide","200","https://phiguard.app/learn/compliance-operations/hipaa-sanctions-log-practical-guide","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-sanctions-log-practical-guide","How to Maintain a HIPAA Sanctions Log in Practice | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-sanctions-policy","200","https://phiguard.app/learn/compliance-operations/hipaa-sanctions-policy","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-sanctions-policy","HIPAA Sanctions Policy Guide | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-technical-safeguards","200","https://phiguard.app/learn/compliance-operations/hipaa-technical-safeguards","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-technical-safeguards","HIPAA Technical Safeguards for Small Clinics | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-vs-new-york-shield","200","https://phiguard.app/learn/compliance-operations/hipaa-vs-new-york-shield","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-vs-new-york-shield","HIPAA vs the New York SHIELD Act | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/hipaa-workforce-security-awareness","200","https://phiguard.app/learn/compliance-operations/hipaa-workforce-security-awareness","text/html","","","https://phiguard.app/learn/compliance-operations/hipaa-workforce-security-awareness","Workforce HIPAA Security Awareness Checks | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/how-small-clinics-track-vendor-baas","200","https://phiguard.app/learn/compliance-operations/how-small-clinics-track-vendor-baas","text/html","","","https://phiguard.app/learn/compliance-operations/how-small-clinics-track-vendor-baas","How Small Clinics Should Track Vendor BAAs | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/how-to-operationalize-hipaa-tasks-without-spreadsheets","200","https://phiguard.app/learn/compliance-operations/how-to-operationalize-hipaa-tasks-without-spreadsheets","text/html","","","https://phiguard.app/learn/compliance-operations/how-to-operationalize-hipaa-tasks-without-spreadsheets","HIPAA Tasks Without Spreadsheets | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/multi-location-hipaa-rollout","200","https://phiguard.app/learn/compliance-operations/multi-location-hipaa-rollout","text/html","","","https://phiguard.app/learn/compliance-operations/multi-location-hipaa-rollout","Multi-Location HIPAA Rollout Guide | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/ocr-enforcement-patterns-small-providers","200","https://phiguard.app/learn/compliance-operations/ocr-enforcement-patterns-small-providers","text/html","","","https://phiguard.app/learn/compliance-operations/ocr-enforcement-patterns-small-providers","OCR Enforcement Patterns for Small Providers | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/policy-review-workflow","200","https://phiguard.app/learn/compliance-operations/policy-review-workflow","text/html","","","https://phiguard.app/learn/compliance-operations/policy-review-workflow","How to Build a HIPAA Policy Review Workflow | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/prepare-for-ocr-complaint","200","https://phiguard.app/learn/compliance-operations/prepare-for-ocr-complaint","text/html","","","https://phiguard.app/learn/compliance-operations/prepare-for-ocr-complaint","How to Prepare for an OCR Complaint | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/quarterly-hipaa-meeting","200","https://phiguard.app/learn/compliance-operations/quarterly-hipaa-meeting","text/html","","","https://phiguard.app/learn/compliance-operations/quarterly-hipaa-meeting","How to Run a Quarterly HIPAA Compliance Meeting | PHIGuard",""
"https://phiguard.app/learn/compliance-operations/recurring-hipaa-tasks","200","https://phiguard.app/learn/compliance-operations/recurring-hipaa-tasks","text/html","","","https://phiguard.app/learn/compliance-operations/recurring-hipaa-tasks","How to Set Recurring HIPAA Compliance Tasks | PHIGuard",""
